,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
2659,https://www.realtor.com/realestateandhomes-detail/3417-W-92nd-Pl_Hialeah_FL_33018_M65801-61686,buy,390000,None,"A great opportunity to own a beautiful new townhouse with an amazing lake view! This townhouse has 3 bedrooms and 2 bathrooms with 1 half bathroom on the first floor! It has an amazing layout and also great space! The community has great amenities that includes a community pool, a gym, a park and also a clubhouse. Also, the community has 24/7 security at the gate. The location is also great, it has easy access to I-75 and also nearby has many different plazas to buy anything you need and is also a very calm and new area. Low HOA",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2660,https://www.realtor.com/realestateandhomes-detail/3494-W-92nd-Pl_Hialeah_FL_33018_M61428-97822,buy,375000,None,"The most beautiful corner townhome with the plus of the biggest green space of the community next to the unit. Townhome in Bonterra, stainless steel appliances, granite counter tops, tile on first floor and laminated on second, easy to show.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2661,https://www.realtor.com/realestateandhomes-detail/18385-NW-89th-Ct-1_Hialeah_FL_33018_M99636-21234,buy,385000,None,"GORGEOUS LAKEFRONT CORNER LOT TOWNHOME LOCATED IN THE DESIRABLE COMMUNITY OF TURQUESA BY LENNAR. LIKE NEW, BUILT-IN 2018 PROPERTY OFFERS 3 BEDROOMS 2.5 BATHS. UPDATED KITCHEN WITH SS APPLIANCES & DARK WOOD CABINETS. EYE-CATCHING STONEWALL IN THE LIVING ROOM. TILED FLOORS THROUGHOUT THE FIRST FLOOR. UPDATED LED LIGHT FIXTURES & CEILING FANS. 1 CAR GARAGE. RING SECURITY CAMERAS, RING DOORBELL/ALARM, & ALEXA SMART HOME SYSTEM. SECOND FLOOR HAS CARPETED FLOORS AND SPACIOUS BEDROOMS. WASHER & DRYER IN THE 2ND FLOOR. AMPLE BACKYARD WITH BEAUTIFUL LANDSCAPING FINISHES OFFERS ARTIFICIAL GRASS, PAVERS, AND WHITE NATURAL GARDEN ROCKS. MUST SEE!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2662,https://www.realtor.com/realestateandhomes-detail/9349-W-33rd-Way_Hialeah_FL_33018_M65666-71415,buy,352000,None,"Gorgeous 3-bedroom, 2-full Bath, 1-half Bath, and two assigned parking spaces! Gourmet kitchen with granite counter tops, new stainless-steel appliances, pantry and hardwood kitchen cabinets! Porcelain floor downstairs and carpet upstairs, washer/dryer, water heater, tile showers, glass door in master bedroom bathroom, and fence in backyard! In the gated new community, Bonterra. Brand new Clubhouse with community pool with splash pad for kids, full gym, children playground, entire community family friendly, multiple visitors parking spaces! Close to supermarkets, gas station, schools and close to the turnpike, I-75 and Palmetto Expressway!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2663,https://www.realtor.com/realestateandhomes-detail/9263-W-32nd-Ln_Hialeah_FL_33018_M65755-40709,buy,289000,None,NEW CONSTRUCTION-MEDITERRANEAN STYLE - PREMIUM LOT NO NEIGHBORS IN THE BACK /2 BEDROOMS AND 2.5 BATHROOMS- SECURITY CAMERA INCLUDED / OPEN FLOOR PLAN WITH PLENTY OF NATURAL LIGHT/ WOOD KITCHEN CABINETS AND PANTRY - ALL STAINLESS STEEL APPLIANCES- CERAMIC TILES 1ST FLOOR AND WOOD 2ND FLOOR. - ROMAN-TUB AND SEPARATED SHOWER IN MASTER-DUAL SINK ON MASTER AND SECOND BATHROOM- 101 CEILING ON THE 1st FLOOR AND 11 CEILING ON THE 2ND FLOOR -A MUST SEE- MOVE IN READY! GATED COMMUNITY COUNTRY CLUB STYLE- CLUBHOUSE/POOL/GYM WITH SPINNING ROOM/ 24 HRS SECURITY GUARD / FULL VIDEO TOUR ON YOUTUBE. FOR SHOWING PLEASE USE SHOWING TIME - PLEASE READ ALL BROKERS AND OFFICE REMARKS,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2664,https://www.realtor.com/realestateandhomes-detail/Hialeah_FL_33018_M59226-16604,buy,327990,None,"Beautiful townhouse located in Aragon Hialeah, Excellent condition, tile downstairs and carpet upstairs, stainless Steal Appliances, centric locations with access through I-75 north and South, also close to Palmetto Express Way. Great Schools. Tenant occupied until July 31st 2021",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2665,https://www.realtor.com/realestateandhomes-detail/16009-NW-91st-Ct_Miami-Lakes_FL_33018_M61875-41473,buy,470000,None,"Best priced gorgeous rarely available Quartz model with amazing views of the lake, with the upgrades, offered beautifully furnished, features 4 bedrooms, 3 full bathrooms and one 1/2 guest bathroom. Open kitchen with quartz countertops and Stainless-Steel appliances, tile floors in living areas and carpet on second floor. Full size washer and dryer. Full amenities community offering a jogging/ bike path, Clubhouse, Club Room, Exercise Room, Child Play Area and Pool. Buyer can choose to keep any furnishings. Great Location, near shops, hospitals, A+ schools, parks and more. Enjoy resort style amenities in the wonderful community of Satori in Miami Lakes. Motivated seller. Showing to pre qualified buyers.Price is firm.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2666,https://www.realtor.com/realestateandhomes-detail/3565-W-86th-Ter_Hialeah_FL_33018_M68502-53773,buy,430000,None,"Beautiful House Single Family 3/2/1 two car garage , 24/7 security guard gate, private community of Aragon by Lennar. This spacious home features an open concept kitchen with cabinets and S-S appliances. Upgraded floors throughout the second level. fenced yard of privacy for the whole family with no rear neighbors which makes the perfect setting for entertaining family and friends. A peaceful gated community with many amenities including a clubhouse, security, pool and spa, kids playground, a 1-acre park, and an 8-acre lake. Conveniently located w/ easy access to highways, Great location close by I-75 / 826 / Florida turnpike.shopping, dining & entertainment.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2667,https://www.realtor.com/realestateandhomes-detail/9065-NW-180th-Ter_Hialeah_FL_33018_M65352-23728,buy,610000,None,"SPECTACULAR 2 STORY POOL HOME WITH 4 BEDS AND 3.5 BATHS. GREAT FOR THE BIG FAMILY, ONE BED/ ONE BATH DOWNSTAIRS, COULD BE USED AS IN LAW QUARTERS WITH ITS OWN PRIVATE ENTRANCE, AND 3 BEDS AND 2 BATHS UPSTAIRS. HUGE KITCHEN, BIG FAMILY ROOM, HIGH CEILING. GREAT BACKYARD WITH POOL AND BBQ AREA, BALCONY AND TOO MANY EXTRAS TO MENTION. EASY TO SHOW.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2668,https://www.realtor.com/realestateandhomes-detail/7325-W-31st-Ave_Hialeah_FL_33018_M63304-33682,buy,385000,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2669,https://www.realtor.com/realestateandhomes-detail/3208-W-98th-Pl_Hialeah_FL_33018_M56767-26927,buy,479000,None,"Find your dream home in beautiful gated family friendly community. Walking trails, bike paths, and an expansive Grand Clubhouse with great amenities. This house is meticulously kept and feels like a new is totally redesigned with the elegant and modern open concept. Beautiful ceramic floor downstairs, open concept large kitchen with island, white cabinet, top of the line stainless steel appliances, quartz counter top. Plenty of lights and elegant 101 ceiling on the first floor. New wood floor on stairs with glass railing. Spacious bedrooms with double sinks in master bathroom and jacuzzi. All impact windows and doors and outdoor travertine in the complete patio. Must see this beautiful house.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2670,https://www.realtor.com/realestateandhomes-detail/15920-NW-40th-Ct_Opa-Locka_FL_33054_M52152-79395,buy,270000,None,"Single Family 3 bedroom and 1 bathroom in Miami Gardens , , New spectacular open kitchen , House is ready to move in with Great big back yard.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2671,https://www.realtor.com/realestateandhomes-detail/7829-W-30th-Ln_Hialeah_FL_33018_M63355-76382,buy,379000,None,"You will not want to miss this opportunity to own your own home in the Ponderosa Area! This lovely 3 bedroom and 2 bath home is move in ready with tiled floors through out. Nice open Kitchen with breakfast bar, generous counter space and plenty of cabinets for storage. Guest Bedrooms have plenty of space and the bathrooms have updates. Garage has been converted as a bonus 4th bedroom or flex space! This home has fenced yard with covered area, perfect for those family cookouts this summer!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2672,https://www.realtor.com/realestateandhomes-detail/8765-NW-149th-Ter_Miami-Lakes_FL_33018_M61865-90293,buy,525000,None,RARE FIND IN AN AMAZING NEIGHBORHOOD!! 4/2.5 WITH A POOL IN THE MIAMI LAKES AREA. MASTER BEDROOM ON FIRST FLOOR. FULLY UPDATED MASTER BATHROOM AND HALF BATH. BRAND NEW A/C AND REFRIGERATOR. LARGE CIRCULAR DRIVEWAY THAT FITS AT LEAST 4 CARS PLUS A TWO CAR GARAGE. TURN KEY HOUSE NEAR A+ SCHOOLS. CENTRALLY LOCATED OFF THE 826 AND NEAR PLENTY OF RESTAURANTS AND ENTERTAINMENT.,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2673,https://www.realtor.com/realestateandhomes-detail/7663-W-36th-Ave-Apt-5_Hialeah_FL_33018_M66414-51416,buy,245000,None,"Location, Location! Beautiful townhouse located in the heart of Hialeah Gardens. 2 bedrooms / 2.5 bathrooms. Excellent private patio, balcony, washer and dryer inside unit, low maintenance fee, parking for two cars. Close to I75 and Palmetto expressway, Turnpike, Palmetto Hospital, supermarkets and more. This unit is an excellent investment. Easy to rent.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2674,https://www.realtor.com/realestateandhomes-detail/15103-NW-91st-Ct_Miami-Lakes_FL_33018_M62408-12239,buy,442000,None,"Area of Alameda in West Miami Lakes . Quite street on a CuL-De-Sac. 4 Bedroom 2 Bath , approx. 2-3 years old Air-Condition, Accordian Shutters through out the whole house, Vaulted Ceilings in the Kitchen, Family rm, Dining rm, Living rm and Master Bedroom.Large sliding doors in Family rm & Master, Roman Tub/Shower and Bidet. This house is ready to move in and put your personal touches",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
